"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",16.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",15.9,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",15.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",14.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",7.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.4,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.5,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",6.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",7.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",6.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",6.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",7.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",5.6,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.8,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",8.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",8.8,
